世界遺産 2008.04.27　チチェン・イツァーの古代都市
世界遺産 2008.04.20　イスタンブール歴史地区
世界遺産 2008.04.13　ヴェルサイユ宮殿と庭園
世界遺産 2008.04.06　モン・サン・ミシェル＆イグアス国立公園
世界遺産 2009.12.20　2009年総集編
世界遺産 2009.12.13　ホローケーの古い村落
世界遺産 2009.12.06　黄龍
世界遺産 2009.11.29　マヤSPECIAL
世界遺産 2009.11.22　タージマハル
世界遺産 2009.11.15　西ノルウェーのフィヨルド群
世界遺産 2009.11.08　プラハ歴史地区
世界遺産 2009.11.01　武夷山
世界遺産 2009.10.25　ナンダデヴィと花の谷国立公園
世界遺産 2009.10.18　パリのセーヌ河岸
世界遺産 2009.10.11　ラサのポタラ宮歴史地区
世界遺産 2009.10.04　ハルシュタット、ダハシュタイン、ザルツカンマーグートの文化的景観
世界遺産 2009.09.27　コモド国立公園
世界遺産 2009.09.20　ペタヤヴェシの古い教会
世界遺産 2009.09.13　ボロブドゥール寺院遺跡群
世界遺産 2009.09.06　アイアンブリッジ峡谷
世界遺産 2009.08.30　コルディレラの棚田
世界遺産 2009.08.16　ヨセミテ国立公園
世界遺産 2009.08.09　ヴュルツブルク司教館、その庭園群と広場
世界遺産 2009.08.02　ストーンヘンジ、エーヴベリーと関連する遺跡群
世界遺産 2009.07.26　オルチア渓谷
世界遺産 2009.07.19　セレンゲティ国立公園 II
世界遺産 2009.07.12　セレンゲティ国立公園I
世界遺産 2009.07.05　古都ホイアン
世界遺産 2009.06.28　ヴェネツィアとその潟
世界遺産 2009.06.21　グランドキャニオン国立公園
世界遺産 2009.06.14　モシ・オア・トゥニャ/ヴィクトリアの滝
世界遺産 2009.06.07　ピサのドゥオモ広場
世界遺産 2009.05.31　シアンカアン(ユカタン半島)
世界遺産 2009.05.24　ベルリンの近代集合住宅群
世界遺産 2009.05.17　バチカン市国
世界遺産 2009.05.10　ウルル・カタジュタ国立公園
世界遺産 2009.04.26　日本の古都スペシャルII～絢爛たる美の殿堂（京都・二条城）
世界遺産 2009.04.19　日本の古都スペシャルＩ～壮大なる祈りの世界（奈良・東大寺）
世界遺産 2009.04.12　ンゴロンゴロ保全地域
世界遺産 2009.04.05　シェーンブルン宮殿と庭園群
世界遺産 2009.03.29　マテーラの洞窟住居と岩窟教会公園
世界遺産 2009.03.22　フレーザー島
世界遺産 2009.03.15　ジェノヴァ/レ・ストラーデ・ヌオーヴェとパラッツィ・デイ・ロッリ制度(イタリア)
世界遺産 2009.03.08　福建の土楼
世界遺産 2009.03.01　アンコール
世界遺産 2009.02.22　タスマニア原生地域
世界遺産 2009.02.15　レーティシュ鉄道アルブラ線・ベルニナ線と周辺の景観
世界遺産 2009.02.08　雲南の三江併流保護地域
世界遺産 2009.02.01　ロス・グラシアレス
世界遺産 2009.01.25　ヴルコリニェツ
世界遺産 2009.01.18　超時空スペシャルII
世界遺産 2009.01.11　超時空スペシャルI
世界遺産 2010.12.19　ベストショット！2010　旅のすべて
世界遺産 2010.12.12　ソコトラ諸島
世界遺産 2010.12.05　古代都市パレンケと国立公園
世界遺産 2010.11.28　絵画の旅スペシャルII：都市を愛した印象派
世界遺産 2010.11.21　絵画の旅スペシャルI：山水画を生んだ原風景
世界遺産 2010.11.14　ウォータートン グレーシャー国際平和自然公園
世界遺産 2010.11.07　サンマリノ歴史地区とティターノ山
世界遺産 2010.10.31　イビサ　生物多様性と文化
世界遺産 2010.10.24　世界一スペシャル(文化編)
世界遺産 2010.10.17　世界一スペシャル(自然編)
世界遺産 2010.10.10　ドロミーティ
世界遺産 2010.10.03　明・清朝の皇帝陵墓群
世界遺産 2010.09.26　ワスカラン国立公園
世界遺産 2010.09.19　カゼルタの王宮、水道橋とサン レウチョ邸宅群
世界遺産 2010.09.12　泰山
世界遺産 2010.09.05　リオ・ピントゥラスの手の洞窟
世界遺産 2010.08.29　カジランガ国立公園
世界遺産 2010.08.22　イルリサット・アイスフィヨルド
世界遺産 2010.08.08　メキシコシティーの歴史地区とソチミルコ
世界遺産 2010.08.01　ニューカレドニアのラグーン
世界遺産 2010.07.25　アルタミラ洞窟と北スペインの洞窟壁画
世界遺産 2010.07.18　グアナカステ保全地域
世界遺産 2010.07.11　ぺトラ
世界遺産 2010.07.04　エルビスカイノのクジラ保護区
世界遺産 2010.06.27　ウェストミンスター宮殿とアビー聖堂　ロンドン塔
世界遺産 2010.06.20　インドの山岳鉄道群
世界遺産 2010.06.13　アフリカ特集II
世界遺産 2010.06.06　アフリカ特集Ｉ
世界遺産 2010.05.30　テ・ワヒポウナム
世界遺産 2010.05.23　カタルーニャ音楽堂とサン・パウ病院
世界遺産 2010.05.16　中央アマゾン保全地域群
世界遺産 2010.05.09　ヒエラポリスとパムッカレ
世界遺産 2010.04.25　ブウィンディ原生国立公園
世界遺産 2010.04.18　バルデス半島
世界遺産 2010.04.11　サンタ・マリア・デッレ・グラツィエ修道院の「最後の晩餐」
世界遺産 2010.04.04　ルウェンゾリ山地国立公園
世界遺産 2010.03.28　シュトルーヴェの測地弧
世界遺産 2010.03.21　リドー運河
世界遺産 2010.03.14　カナイマ国立公園II
世界遺産 2010.03.07　カナイマ国立公園I
世界遺産 2010.02.28　済州島の火山と溶岩洞窟群
世界遺産 2010.02.21　開平の望楼群と村落
世界遺産 2010.02.14　カナディアンロッキー山脈自然公園
世界遺産 2010.02.07　知床ＩＩ
世界遺産 2010.01.31　知床I
世界遺産 2010.01.24　コナーラクの太陽神寺院
世界遺産 2010.01.17　鉄道で越えるアルプスの旅
世界遺産 2010.01.10　船でめぐるドナウの旅
世界遺産 2011.12.18　ベストショット！2011年　旅のすべて
世界遺産 2011.12.11　セラード保護地域群
世界遺産 2011.12.04　空から見る日本II　文化遺産のすべて
世界遺産 2011.11.27　空から見る日本I　自然遺産のすべて
世界遺産 2011.11.20　キジ島の木造教会
世界遺産 2011.11.13　レユニオン島の火山峰
世界遺産 2011.11.06　ナハニ国立公園
世界遺産 2011.10.30　シルクロードの旅ＩＩ：ヨーロッパが憧れた幻の青い磁器
世界遺産 2011.10.23　シルクロードの旅I：ヴィーナスから大仏が生まれた
世界遺産 2011.10.16　ユングフラウ　アレッチュ氷河
世界遺産 2011.10.09　ミケーネとティリンスの古代遺跡群
世界遺産 2011.10.02　パンタナール保全地域
世界遺産 2011.09.25　インド洋の秘境II ： アツィナナナの雨林群
世界遺産 2011.09.18　インド洋の秘境I ： チンギ ド ベマラハ厳正自然保護区
世界遺産 2011.09.11　グロスモーン国立公園
世界遺産 2011.09.04　コパンのマヤ遺跡
世界遺産 2011.08.21　ビキニ環礁核実験場
世界遺産 2011.08.07　アムステルダムの17世紀の環状運河地区
世界遺産 2011.07.31　8000ｍ峰の世界II：サガルマータ国立公園
世界遺産 2011.07.24　8000ｍ峰の世界I：サガルマータ国立公園
世界遺産 2011.07.17　サハラの4つの古い都市
世界遺産 2011.07.10　ラス メドゥラス
世界遺産 2011.07.03　小笠原諸島
世界遺産 2011.06.26　平泉-浄土を表す建築・庭園
世界遺産 2011.06.19　ネムルットダウ
世界遺産 2011.06.12　地球史II： バイカル湖
世界遺産 2011.06.05　地球史I ： ケニア山国立公園
世界遺産 2011.05.29　ブダペストのドナウ河岸
世界遺産 2011.05.22　古代都市テオティワカン
世界遺産 2011.05.15　アクスム
世界遺産 2011.05.08　カールズバッド洞窟群国立公園
世界遺産 2011.04.24　リュウゼツラン景観とテキーラの古い産業施設群
世界遺産 2011.04.17　パルミラの遺跡
世界遺産 2011.04.10　知られざる 「地球の絶景　10選 」
世界遺産 2011.04.03　知られざる「人類の傑作10選」
世界遺産 2011.03.27　ピレネー山脈－ペルデュ山
世界遺産 2011.03.20　“天地の中心” 登封の歴史的建造物群
世界遺産 2011.03.06　白川郷・五箇山の合掌造り集落
世界遺産 2011.02.27　バンディアガラの断崖～ドゴンの地
世界遺産 2011.02.20　インカのすべてII
世界遺産 2011.02.13　インカのすべてI
世界遺産 2011.02.06　ドゥブロヴニク旧市街
世界遺産 2011.01.30　中国の丹霞地形
世界遺産 2011.01.23　国立歴史公園 “シタデル、サン スーシ、ラミエ”
世界遺産 2011.01.16　ヨーロッパの旅II「ライン川を北へ」
世界遺産 2011.01.09　ヨーロッパの旅Ｉ「ローマ街道を南へ 」
世界遺産 2012.12.23　ベストショット！2012年旅のすべて
世界遺産 2012.12.16　ナポリ歴史地区
世界遺産 2012.12.09　アルヒジュル古代遺跡
世界遺産 2012.12.02　モーン・トロワ・ピトン国立公園
世界遺産 2012.11.25　アラスカ・カナダの氷河地帯II
世界遺産 2012.11.18　アラスカ・カナダの氷河地帯I
世界遺産 2012.11.11　古都京都の文化財
世界遺産 2012.11.04　スルツエイ
世界遺産 2012.10.28　オブスノール盆地
世界遺産 2012.10.21　カムチャツカ火山群II
世界遺産 2012.10.14　カムチャツカ火山群I
世界遺産 2012.10.07　カカドゥ国立公園
世界遺産 2012.09.30　ポントカサステ水路橋と運河
世界遺産 2012.09.23　ワッデン海
世界遺産 2012.09.09　武当山の古建築群
世界遺産 2012.09.02　マラウイ湖国立公園
世界遺産 2012.08.26　ヒトと食II　コショウが世界を変えた
世界遺産 2012.08.19　ヒトと食I　小麦が文明をつくった
世界遺産 2012.07.29　コロンビア・コーヒーの文化的景観
世界遺産 2012.07.22　トンガリロ国立公園
世界遺産 2012.07.08　スリランカ中央高原
世界遺産 2012.07.01　テイデ国立公園
世界遺産 2012.06.24　リスボンのジェロニモス修道院とベレンの塔
世界遺産 2012.06.17　古代大陸II　ニンガルーコースト
世界遺産 2012.06.10　古代大陸I　グレーター・ブルーマウンテンズ地域
世界遺産 2012.06.03　キナバル自然公園
世界遺産 2012.05.27　杭州西湖の文化的景観
世界遺産 2012.05.20　巨大人形の祭りII　オリンダ歴史地区
世界遺産 2012.05.13　巨大人形の祭りI　バレンシアの絹取引所
世界遺産 2012.05.06　古代都市シーギリヤ
世界遺産 2012.04.22　ガラパゴス諸島
世界遺産 2012.04.15　マカオ歴史地区
世界遺産 2012.04.08　アフリカ冒険II　カフジ・ビエガ国立公園
世界遺産 2012.04.01　アフリカ冒険I　キリマンジャロ国立公園
世界遺産 2012.03.25　ヴァルベリ無線電信局
世界遺産 2012.03.18　ブラジリア
世界遺産 2012.03.11　ラリベラの岩窟教会群
世界遺産 2012.03.04　ラショードフォン、ルロクル 時計製造の町
世界遺産 2012.02.26　ハイコーストとクヴァルケン群島
世界遺産 2012.02.19　コルシカ島のポルト湾周辺
世界遺産 2012.02.12　トゥルカナ湖国立公園群
世界遺産 2012.02.05　ウマワカ渓谷
世界遺産 2012.01.29　法隆寺地域の仏教建造物
世界遺産 2012.01.22　ドロットニングホルムの王領地
世界遺産 2012.01.15　文明クルーズII　長江 謎の古代王国へ
世界遺産 2012.01.08　文明クルーズI　エーゲ海　ヨーロッパのはじまりへ
世界遺産 2012.01.01　辰年スペシャル　北京と瀋陽の故宮
世界遺産 2013.12.22　ベストショット！2013年の旅
世界遺産 2013.12.15　タブリーズのバザール
世界遺産 2013.12.08　ピナカテ火山とアルタル大砂漠
世界遺産 2013.12.01　オリンピック国立公園
世界遺産 2013.11.24　ブラジルの大西洋の島々
世界遺産 2013.11.17　エトナ山
世界遺産 2013.11.10　リオアビセオ国立公園
世界遺産 2013.11.03　レッドウッド国立および州立公園
世界遺産 2013.10.27　ウジュンクロン国立公園
世界遺産 2013.10.20　イシマンガリソ自然公園
世界遺産 2013.10.13　屋久島 IＩ
世界遺産 2013.10.06　屋久島 I
世界遺産 2013.09.29　パーヌルル国立公園
世界遺産 2013.09.22　コースとセヴェンヌの牧畜が生んだ景観
世界遺産 2013.09.15　ピリン国立公園
世界遺産 2013.09.08　ドンパヤイェン・カオヤイ森林群
世界遺産 2013.09.01　西オーストラリアのシャーク湾
世界遺産 2013.08.18　中央運河の水力式リフト
世界遺産 2013.08.11　プエルト・プリンセサ地底河川国立公園
世界遺産 2013.07.28　レーティシュ鉄道 アルブラ線とベルニナ線
世界遺産 2013.07.21　チトワン国立公園
世界遺産 2013.07.07　ペルシア庭園
世界遺産 2013.06.30　富士山－信仰の対象と芸術の源泉II
世界遺産 2013.06.23　富士山－信仰の対象と芸術の源泉I
世界遺産 2013.06.16　コイバ国立公園
世界遺産 2013.06.09　ジャイプルの天体観測施設
世界遺産 2013.06.02　南部ラグーンのロックアイランド群
世界遺産 2013.05.26　グヌンムル国立公園
世界遺産 2013.05.19　マッコーリー島
世界遺産 2013.05.12　マナス野生生物保護区
世界遺産 2013.04.28　マルペロ島の生物保護区
世界遺産 2013.04.21　古代都市エルタヒン
世界遺産 2013.04.14　グレートリフトバレーの湖群
世界遺産 2013.04.07　ロレンツ国立公園
世界遺産 2013.03.31　サンガ川流域の森林地帯
世界遺産 2013.03.17　カリフォルニア湾の島々と保護地域群
世界遺産 2013.03.10　バース市街
世界遺産 2013.03.03　バリ島の棚田と水利システム
世界遺産 2013.02.24　大ローマ帝国II
世界遺産 2013.02.17　大ローマ帝国I
世界遺産 2013.02.03　カルタヘナの港と要塞
世界遺産 2013.01.27　シュンドルボン
世界遺産 2013.01.20　アメリカ・カリブの旅II　カリブ海クルーズぐるっと一周
世界遺産 2013.01.13　アメリカ・カリブの旅I　アメリカ横断鉄道5500キロ
世界遺産 2014.12.21　ベストショット！2014年旅のすべて
世界遺産 2014.12.14　フォンテーヌブロー宮殿と庭園
世界遺産 2014.12.07　グレートスモーキー山脈国立公園
世界遺産 2014.11.30　ゼメリング鉄道
世界遺産 2014.11.16　シアン・カアン
世界遺産 2014.11.09　サーミ人地域
世界遺産 2014.11.02　コモド国立公園
世界遺産 2014.10.19　ヨセミテ国立公園
世界遺産 2014.10.12　オーストラリア東海岸スペシャルII フレーザー島
世界遺産 2014.10.05　オーストラリア東海岸スペシャルI　グレートバリアリーフ
世界遺産 2014.09.28　西ノルウェーのフィヨルド群
世界遺産 2014.09.21　スマトラ島の熱帯雨林
世界遺産 2014.09.14　大アフリカ・スペシャルII
世界遺産 2014.09.07　大アフリカ・スペシャルI
世界遺産 2014.08.24　ココ島国立公園
世界遺産 2014.08.10　ミディ運河
世界遺産 2014.08.03　ロス・グラシアレス国立公園
世界遺産 2014.07.20　トゥバタハ海洋公園
世界遺産 2014.07.13　マナ・プールズ国立公園
世界遺産 2014.07.06　エオリエ諸島
世界遺産 2014.06.29　富岡製糸場と絹産業遺産群
世界遺産 2014.06.22　ドニャーナ国立公園
世界遺産 2014.06.15　マロティ=ドラケンスバーグ公園
世界遺産 2014.06.08　パリのセーヌ河岸
世界遺産 2014.06.01　ゴンドワナ雨林
世界遺産 2014.05.25　リオ・プラタノ生物圏保護区
世界遺産 2014.05.18　古代都市ウシュマル
世界遺産 2014.05.11　ナミブ砂海
世界遺産 2014.04.27　ベリーズのバリアリーフ保護区
世界遺産 2014.04.20　ハロン湾
世界遺産 2014.04.13　タスマニア原生地域
世界遺産 2014.04.06　シミエン国立公園
世界遺産 2014.03.30　敦煌の莫高窟 II
世界遺産 2014.03.16　敦煌の莫高窟 I
世界遺産 2014.03.09　オオカバマダラ保護区
世界遺産 2014.03.02　ナスカの地上絵
世界遺産 2014.02.23　レナ川の石柱自然公園
世界遺産 2014.02.09　大自然スペシャルII　生物のふしぎな進化
世界遺産 2014.02.02　大自然スペシャルI　火山と氷河が生んだ地球のかたち
世界遺産 2014.01.19　アルフェルトのファグス靴型工場
世界遺産 2014.01.12　イタリア・スペシャルII　シチリア　火山と古代への旅
世界遺産 2014.01.05　イタリア・スペシャルI　トスカーナ　5000年の旅
世界遺産 2015.12.20　ベストショット！ ２０１５年 旅のすべて
世界遺産 2015.12.13　ピエモンテのブドウ畑景観
世界遺産 2015.12.06　グアナカステ保全地域
世界遺産 2015.11.29　放送20年スペシャルII　人が変えた世界遺産
世界遺産 2015.11.22　放送20年スペシャルI　自然が変えた世界遺産
世界遺産 2015.11.08　フォース鉄道橋
世界遺産 2015.11.01　ケープ・フローラ植物保護区
世界遺産 2015.10.25　リドー運河
世界遺産 2015.10.18　オカバンゴ・デルタ
世界遺産 2015.10.11　明治日本の産業革命遺産II
世界遺産 2015.10.04　明治日本の産業革命遺産I
世界遺産 2015.09.27　ザルツカンマーグート地方の文化的景観
世界遺産 2015.09.20　ドロミーティ
世界遺産 2015.09.13　クルシュー砂州
世界遺産 2015.09.06　ンゴロンゴロ自然保護区
世界遺産 2015.08.16　ポンペイの遺跡地域
世界遺産 2015.08.09　チャンアンの景観
世界遺産 2015.08.02　ヴィクトリアの滝
世界遺産 2015.07.19　バルーミニのヌラーゲ遺跡
世界遺産 2015.07.12　ドナウデルタ
世界遺産 2015.07.05　姫路城
世界遺産 2015.06.28　サヴォイア王家の王宮群
世界遺産 2015.06.21　ニューカレドニアのラグーン
世界遺産 2015.06.14　イスタンブール歴史地区
世界遺産 2015.06.07　エヴァグレーズ国立公園
世界遺産 2015.05.31　フェス旧市街
世界遺産 2015.05.24　テ・ワヒポウナム
世界遺産 2015.05.17　ヴァレッタ市街
世界遺産 2015.05.10　ハワイ火山国立公園
世界遺産 2015.04.26　イエローストーン国立公園
世界遺産 2015.04.19　アントニ・ガウディの作品群
世界遺産 2015.04.12　宇宙から見る日本 II
世界遺産 2015.04.05　宇宙から見る日本 I
世界遺産 2015.03.29　空から見るフランス
世界遺産 2015.03.22　ポトシ市街
世界遺産 2015.03.15　ダリエン国立公園
世界遺産 2015.03.08　ルアンパバーンの町
世界遺産 2015.03.01　アグテレクとスロバキアの鍾乳洞群
世界遺産 2015.02.22　アンコール遺跡
世界遺産 2015.02.15　古都トレド
世界遺産 2015.02.08　マヌー国立公園
世界遺産 2015.01.25　ジャイアンツ・コーズウェイとその海岸
世界遺産 2015.01.18　ヴァッハウ渓谷の文化的景観
世界遺産 2015.01.11　アンデス・スペシャルII　列車でゆく天空のインカ帝国
世界遺産 2015.01.04　アンデス・スペシャルI　激走！7500キロの大山脈
世界遺産 2016.12.18　ベストショット！　2016年 旅のすべて
世界遺産 2016.12.04　パレルモのアラブ・ノルマン建築群
世界遺産 2016.11.27　レユニオン島の火山峰
世界遺産 2016.11.20　ナンマトル遺跡
世界遺産 2016.11.13　ノエル・ケンプ・メルカード国立公園
世界遺産 2016.11.06　チンクエ・テッレ
世界遺産 2016.10.30　ヒマラヤが生んだ世界遺産
世界遺産 2016.10.23　ル・コルビュジエの建築作品
世界遺産 2016.10.16　ウッド・バッファロー国立公園
世界遺産 2016.10.09　キト市街
世界遺産 2016.10.02　メ渓谷自然保護区
世界遺産 2016.09.25　嚴島神社
世界遺産 2016.09.18　トゥンヤイ・ファイカケン野生生物保護区
世界遺産 2016.09.11　要塞都市クエンカ
世界遺産 2016.09.04　セルー動物保護区
世界遺産 2016.08.21　テムズ川でゆく！英国の世界遺産
世界遺産 2016.08.07　サマルカンド 文化の交差路
世界遺産 2016.07.31　放送20周年スペシャル 巨大帝国の首都・ローマ II 『古代ローマ 帝国を支えたテヴェレ川 』
世界遺産 2016.07.24　放送20周年スペシャル 巨大帝国の首都・ローマ I 『古代ローマ 驚異の建築技術』
世界遺産 2016.07.17　セレンゲティ国立公園
世界遺産 2016.07.10　サルアルカの大草原と湖沼群
世界遺産 2016.07.03　カラクムルの古代マヤ都市と熱帯林
世界遺産 2016.06.26　カナイマ国立公園
世界遺産 2016.06.19　アルベロベッロのトゥルッリ
世界遺産 2016.06.12　ピトン管理地域
世界遺産 2016.06.05　アルルのローマ遺跡とロマネスク建築
世界遺産 2016.05.29　マデイラ島の照葉樹の森
世界遺産 2016.05.22　ロードハウ諸島
世界遺産 2016.05.15　シンハラジャ森林保護区
世界遺産 2016.05.08　レンネル島 東部
世界遺産 2016.04.24　放送20周年スペシャル　大河ナイルの旅II　海に沈んだクレオパトラの宮殿
世界遺産 2016.04.10　放送20周年スペシャル 大河ナイルの旅I 氷河の一滴から黄金の国へ
世界遺産 2016.04.03　シントラの文化的景観
世界遺産 2016.03.20　マチュピチュ歴史保護区
世界遺産 2016.03.13　女王の階段井戸
世界遺産 2016.03.06　ドゥルミトル国立公園
世界遺産 2016.02.28　古都アユタヤ
世界遺産 2016.02.21　アテネのアクロポリス
世界遺産 2016.02.14　フエの建造物群
世界遺産 2016.02.07　ガラホナイ国立公園
世界遺産 2016.01.31　シンガポール植物園
世界遺産 2016.01.24　カトマンズ盆地
世界遺産 2016.01.17　新春スペシャル オーストラリア大陸 II
世界遺産 2016.01.10　新春スペシャル オーストラリア大陸 I
世界遺産 2017.12.24　ベストショット！ 2017年 旅のすべて
世界遺産 2017.12.10　シャンパーニュ地方の丘陵とメゾンとカーヴ
世界遺産 2017.12.03　サランレバン大製塩所からアルケスナン王立製塩所までの平釜製塩
世界遺産 2017.11.26　全部見せます！タイの世界遺産
世界遺産 2017.11.19　皇妃エリザベートと２つの都
世界遺産 2017.11.12　マテーラの洞窟住居と岩窟教会公園
世界遺産 2017.11.05　シホテアリン山脈中央部
世界遺産 2017.10.22　サンマリノ歴史地区とティターノ山
世界遺産 2017.10.15　サンガネブ海洋国立公園とドゥンゴナブ湾＝ムッカワル島海洋国立公園
世界遺産 2017.10.08　紀伊山地の霊場と参詣道II
世界遺産 2017.10.01　紀伊山地の霊場と参詣道I
世界遺産 2017.09.24　「神宿る島」宗像・沖ノ島と関連遺産群
世界遺産 2017.09.17　アツィナナナの雨林群
世界遺産 2017.09.10　イルリサット・アイスフィヨルド
世界遺産 2017.09.03　タラゴナの遺跡群
世界遺産 2017.08.27　ヴェネツィアとその潟
世界遺産 2017.08.20　小笠原諸島
世界遺産 2017.07.30　バイカル湖
世界遺産 2017.07.23　沖ノ島と日本の世界遺産すべて！
世界遺産 2017.07.09　ツィンギ・ド・ベマラハ厳正自然保護区
世界遺産 2017.07.02　ボロブドゥール寺院遺跡群
世界遺産 2017.06.25　プリトヴィッツェ湖群国立公園
世界遺産 2017.06.18　シングヴェトリル国立公園
世界遺産 2017.06.11　コルシカ島のポルト湾周辺
世界遺産 2017.06.04　ラパ・ヌイ国立公園
世界遺産 2017.05.28　キナバル自然公園
世界遺産 2017.05.21　ウルル・カタジュタ国立公園
世界遺産 2017.05.14　中央アマゾン保全地域群
世界遺産 2017.05.07　イグアス国立公園
世界遺産 2017.04.23　日光の社寺
世界遺産 2017.04.16　エル・ビスカイノのクジラ保護区
世界遺産 2017.04.09　放送1000回記念　サンガイ国立公園
世界遺産 2017.04.02　放送1000回記念　サンガイ国立公園
世界遺産 2017.03.26　イビサ 生物多様性と文化
世界遺産 2017.03.12　クイーンズランドの湿潤熱帯地域
世界遺産 2017.03.05　ワルシャワ歴史地区
世界遺産 2017.02.26　ジョギンズ化石断崖
世界遺産 2017.02.19　メロエの古代遺跡群
世界遺産 2017.02.12　スレバルナ自然保護区
世界遺産 2017.02.05　琉球王国のグスク及び関連遺産群
世界遺産 2017.01.29　空から見るアメリカ大陸
世界遺産 2017.01.22　オマーンの水利システム
世界遺産 2017.01.15　マラッカ海峡の歴史都市
世界遺産 2017.01.08　スイス・アルプス　ユングフラウ-アレッチ
世界遺産 2018.12.23　ベストショット！ 2018年 旅のすべて
世界遺産 2018.12.09　シェヌ・デ・ピュイ火山群
世界遺産 2018.12.02　ウォータートングレーシャー国際平和自然公園
世界遺産 2018.11.25　ホルトバージ国立公園
世界遺産 2018.11.18　ワッデン海
世界遺産 2018.11.11　トラムンタナ山脈の文化的景観
世界遺産 2018.11.04　雲南の三江併流保護地域
世界遺産 2018.10.21　グロスモーン国立公園
世界遺産 2018.10.14　アッパー・スヴァネティ
世界遺産 2018.10.07　コトルの自然と歴史地域
世界遺産 2018.09.30　ピレネー山脈 ペルデュ山
世界遺産 2018.09.23　エトナ山
世界遺産 2018.09.09　イギリスの湖水地方
世界遺産 2018.09.02　ロペ・オカンダの生態系と文化的景観
世界遺産 2018.08.26　タプタプアテア
世界遺産 2018.08.19　ワスカラン国立公園
世界遺産 2018.08.05　グレートリフトバレーの湖群
世界遺産 2018.07.29　特別企画 マリー・アントワネット 最後の家
世界遺産 2018.07.22　特別企画 マリー・アントワネットの世界遺産
世界遺産 2018.07.08　長崎と天草地方の潜伏キリシタン関連遺産
世界遺産 2018.07.01　世界遺産の島々スペシャル 不思議な島めぐり
世界遺産 2018.06.24　中国南部カルスト
世界遺産 2018.06.17　テンブレケ神父の水道橋
世界遺産 2018.06.10　カジランガ国立公園
世界遺産 2018.06.03　国境防衛都市エルヴァスと要塞群
世界遺産 2018.05.27　中央スリナム自然保護区
世界遺産 2018.05.20　武陵源の自然景観
世界遺産 2018.05.13　レビジャヒヘド諸島
世界遺産 2018.04.29　モデナの大聖堂,市民の塔とグランデ広場
世界遺産 2018.04.22　大西洋岸の森 南東保護区群
世界遺産 2018.04.15　カタルーニャ音楽堂とサン・パウ病院
世界遺産 2018.04.08　ケニア山国立公園／自然林
世界遺産 2018.04.01　ジャンヌ・ダルクを巡る 世界遺産の旅
世界遺産 2018.03.25　タイ国立公園
世界遺産 2018.03.11　鉱山の町ローロスとその周辺
世界遺産 2018.03.04　シューシュタルの歴史的水利システム
世界遺産 2018.02.25　ウィーン歴史地区
世界遺産 2018.02.18　メイマンドの文化的景観
世界遺産 2018.02.11　バルデス半島
世界遺産 2018.02.04　済州島の火山と溶岩洞窟群
世界遺産 2018.01.28　ブリュージュ歴史地区
世界遺産 2018.01.21　パンタナール保全地域
世界遺産 2018.01.14　エフェソス
世界遺産 2018.01.07　空から見る地球
世界遺産 2018.01.06　カリブ海の世界遺産
世界遺産 2019.04.28　開平の楼閣群と村落
世界遺産 2019.04.21　テイデ国立公園
世界遺産 2019.04.14　チリビケテ国立公園Ⅱ
世界遺産 2019.04.07　チリビケテ国立公園Ⅰ
世界遺産 2019.03.31　特別企画！天空の世界遺産ベスト10
世界遺産 2019.03.17　ディキスの石球のある首長制集落群
